23-Mar-22 00:06:18 - scrapy.utils.log - INFO - Scrapy 2.5.1 started (bot: scrapybot)
23-Mar-22 00:06:18 - scrapy.utils.log - INFO - Versions: lxml 4.6.3.0, libxml2 2.9.10, cssselect 1.1.0, parsel 1.6.0, w3lib 1.22.0, Twisted 20.3.0, Python 3.9.10 (main, Jan 16 2022, 17:12:18) - [GCC 11.2.0], pyOpenSSL 21.0.0 (OpenSSL 1.1.1m  14 Dec 2021), cryptography 3.4.8, Platform Linux-5.9.0-kali1-amd64-x86_64-with-glibc2.33
23-Mar-22 00:06:18 - scrapy.utils.log - DEBUG - Using reactor: twisted.internet.epollreactor.EPollReactor
23-Mar-22 00:06:18 - scrapy.crawler - INFO - Overridden settings:
{'CONCURRENT_REQUESTS': 15,
 'LOG_LEVEL': 'CRITICAL',
 'RETRY_ENABLED': False,
 'USER_AGENT': 'Sitadel 1.0.1'}
23-Mar-22 00:06:18 - scrapy.extensions.telnet - INFO - Telnet Password: a71ba48511ade9a4
23-Mar-22 00:06:18 - scrapy.middleware - INFO - Enabled extensions:
['scrapy.extensions.corestats.CoreStats',
 'scrapy.extensions.telnet.TelnetConsole',
 'scrapy.extensions.memusage.MemoryUsage',
 'scrapy.extensions.logstats.LogStats']
23-Mar-22 00:06:18 - scrapy.middleware - INFO - Enabled downloader middlewares:
['scrapy.downloadermiddlewares.httpauth.HttpAuthMiddleware',
 'scrapy.downloadermiddlewares.downloadtimeout.DownloadTimeoutMiddleware',
 'scrapy.downloadermiddlewares.defaultheaders.DefaultHeadersMiddleware',
 'scrapy.downloadermiddlewares.useragent.UserAgentMiddleware',
 'scrapy.downloadermiddlewares.redirect.MetaRefreshMiddleware',
 'scrapy.downloadermiddlewares.httpcompression.HttpCompressionMiddleware',
 'scrapy.downloadermiddlewares.redirect.RedirectMiddleware',
 'scrapy.downloadermiddlewares.cookies.CookiesMiddleware',
 'scrapy.downloadermiddlewares.httpproxy.HttpProxyMiddleware',
 'scrapy.downloadermiddlewares.stats.DownloaderStats']
23-Mar-22 00:06:18 - scrapy.middleware - INFO - Enabled spider middlewares:
['scrapy.spidermiddlewares.httperror.HttpErrorMiddleware',
 'scrapy.spidermiddlewares.offsite.OffsiteMiddleware',
 'scrapy.spidermiddlewares.referer.RefererMiddleware',
 'scrapy.spidermiddlewares.urllength.UrlLengthMiddleware',
 'scrapy.spidermiddlewares.depth.DepthMiddleware']
23-Mar-22 00:06:18 - scrapy.middleware - INFO - Enabled item pipelines:
[]
23-Mar-22 00:06:18 - scrapy.core.engine - INFO - Spider opened
23-Mar-22 00:06:18 - scrapy.extensions.logstats - INFO - Crawled 0 pages (at 0 pages/min), scraped 0 items (at 0 items/min)
23-Mar-22 00:06:18 - scrapy.extensions.telnet - INFO - Telnet console listening on 127.0.0.1:6023
23-Mar-22 00:14:41 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:41 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BR.zip HTTP/1.1" 404 0
23-Mar-22 00:14:41 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:41 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BR.old/ HTTP/1.1" 404 0
23-Mar-22 00:14:41 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:42 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BR.bak/ HTTP/1.1" 429 0
23-Mar-22 00:14:42 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:42 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BR.bac/ HTTP/1.1" 404 0
23-Mar-22 00:14:42 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:42 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BR.backup/ HTTP/1.1" 404 0
23-Mar-22 00:14:42 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:42 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BR_old/ HTTP/1.1" 404 0
23-Mar-22 00:14:42 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:42 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BR_backup/ HTTP/1.1" 404 0
23-Mar-22 00:14:42 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:42 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BR_bak/ HTTP/1.1" 404 0
23-Mar-22 00:14:42 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:42 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BR2/ HTTP/1.1" 404 0
23-Mar-22 00:14:42 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:42 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BR1/ HTTP/1.1" 404 0
23-Mar-22 00:14:42 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:42 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BS.tar HTTP/1.1" 404 0
23-Mar-22 00:14:42 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:42 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BS.zip HTTP/1.1" 404 0
23-Mar-22 00:14:42 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:42 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BS~/ HTTP/1.1" 404 0
23-Mar-22 00:14:42 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:42 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BS.rar HTTP/1.1" 404 0
23-Mar-22 00:14:42 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:43 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BS.old/ HTTP/1.1" 404 0
23-Mar-22 00:14:43 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:43 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BS.bak/ HTTP/1.1" 404 0
23-Mar-22 00:14:43 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:43 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BS.bac/ HTTP/1.1" 404 0
23-Mar-22 00:14:43 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:43 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BS.backup/ HTTP/1.1" 404 0
23-Mar-22 00:14:43 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:43 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BS_bak/ HTTP/1.1" 404 0
23-Mar-22 00:14:43 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:43 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BS_old/ HTTP/1.1" 404 0
23-Mar-22 00:14:43 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:43 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BS_backup/ HTTP/1.1" 404 0
23-Mar-22 00:14:43 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:43 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BS1/ HTTP/1.1" 404 0
23-Mar-22 00:14:43 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:43 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BT~/ HTTP/1.1" 404 0
23-Mar-22 00:14:43 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:43 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BT.tar HTTP/1.1" 404 0
23-Mar-22 00:14:43 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:43 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BS2/ HTTP/1.1" 404 0
23-Mar-22 00:14:43 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:43 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BT.zip HTTP/1.1" 404 0
23-Mar-22 00:14:43 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:44 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BT.rar HTTP/1.1" 404 0
23-Mar-22 00:14:44 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:44 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BT.bak/ HTTP/1.1" 404 0
23-Mar-22 00:14:44 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:44 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BT.old/ HTTP/1.1" 404 0
23-Mar-22 00:14:44 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:44 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BT.bac/ HTTP/1.1" 404 0
23-Mar-22 00:14:44 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:44 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BT.backup/ HTTP/1.1" 404 0
23-Mar-22 00:14:44 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:44 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BT_bak/ HTTP/1.1" 404 0
23-Mar-22 00:14:44 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:44 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BT_old/ HTTP/1.1" 404 0
23-Mar-22 00:14:44 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:44 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BT_backup/ HTTP/1.1" 404 0
23-Mar-22 00:14:44 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:44 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BT2/ HTTP/1.1" 404 0
23-Mar-22 00:14:44 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:44 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BT1/ HTTP/1.1" 404 0
23-Mar-22 00:14:44 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:44 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BV~/ HTTP/1.1" 404 0
23-Mar-22 00:14:44 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:44 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BV.tar HTTP/1.1" 404 0
23-Mar-22 00:14:44 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:45 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BV.rar HTTP/1.1" 404 0
23-Mar-22 00:14:45 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:45 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BV.old/ HTTP/1.1" 429 0
23-Mar-22 00:14:45 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:45 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BV.bak/ HTTP/1.1" 404 0
23-Mar-22 00:14:45 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:45 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BV.zip HTTP/1.1" 404 0
23-Mar-22 00:14:45 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:45 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BV_old/ HTTP/1.1" 404 0
23-Mar-22 00:14:45 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BV.bac/ HTTP/1.1" 404 0
23-Mar-22 00:14:45 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:45 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BV.backup/ HTTP/1.1" 404 0
23-Mar-22 00:14:45 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:45 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:45 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BV_bak/ HTTP/1.1" 429 0
23-Mar-22 00:14:45 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:45 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BV_backup/ HTTP/1.1" 404 0
23-Mar-22 00:14:45 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:45 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BV1/ HTTP/1.1" 404 0
23-Mar-22 00:14:45 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:45 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BV2/ HTTP/1.1" 429 0
23-Mar-22 00:14:45 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:46 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BW~/ HTTP/1.1" 404 0
23-Mar-22 00:14:46 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:46 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BW.rar HTTP/1.1" 404 0
23-Mar-22 00:14:46 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:46 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BW.zip HTTP/1.1" 404 0
23-Mar-22 00:14:46 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:46 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BW.tar HTTP/1.1" 404 0
23-Mar-22 00:14:46 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:46 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BW.old/ HTTP/1.1" 404 0
23-Mar-22 00:14:46 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:46 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BW.bak/ HTTP/1.1" 429 0
23-Mar-22 00:14:46 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:46 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BW.bac/ HTTP/1.1" 404 0
23-Mar-22 00:14:46 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:46 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BW.backup/ HTTP/1.1" 404 0
23-Mar-22 00:14:46 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:46 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BW_old/ HTTP/1.1" 429 0
23-Mar-22 00:14:46 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:46 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BW_backup/ HTTP/1.1" 404 0
23-Mar-22 00:14:46 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:46 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BW_bak/ HTTP/1.1" 404 0
23-Mar-22 00:14:46 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:46 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BW2/ HTTP/1.1" 404 0
23-Mar-22 00:14:46 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:46 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BW1/ HTTP/1.1" 404 0
23-Mar-22 00:14:46 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:47 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BY.tar HTTP/1.1" 404 0
23-Mar-22 00:14:47 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:47 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BY~/ HTTP/1.1" 404 0
23-Mar-22 00:14:47 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:47 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BY.zip HTTP/1.1" 404 0
23-Mar-22 00:14:47 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:47 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BY.old/ HTTP/1.1" 404 0
23-Mar-22 00:14:47 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:47 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BY.bak/ HTTP/1.1" 404 0
23-Mar-22 00:14:47 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:47 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BY.rar HTTP/1.1" 404 0
23-Mar-22 00:14:47 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:47 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BY.bac/ HTTP/1.1" 404 0
23-Mar-22 00:14:47 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:47 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BY.backup/ HTTP/1.1" 404 0
23-Mar-22 00:14:47 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BY_old/ HTTP/1.1" 404 0
23-Mar-22 00:14:47 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:47 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:47 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BY_backup/ HTTP/1.1" 404 0
23-Mar-22 00:14:47 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:47 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BY_bak/ HTTP/1.1" 404 0
23-Mar-22 00:14:47 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:48 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BY1/ HTTP/1.1" 404 0
23-Mar-22 00:14:48 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:48 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BY2/ HTTP/1.1" 404 0
23-Mar-22 00:14:48 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:48 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BZ~/ HTTP/1.1" 404 0
23-Mar-22 00:14:48 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:48 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BZ.tar HTTP/1.1" 404 0
23-Mar-22 00:14:48 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:48 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BZ.rar HTTP/1.1" 404 0
23-Mar-22 00:14:48 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:48 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BZ.zip HTTP/1.1" 404 0
23-Mar-22 00:14:48 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:48 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BZ.old/ HTTP/1.1" 429 0
23-Mar-22 00:14:48 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:48 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BZ.bak/ HTTP/1.1" 404 0
23-Mar-22 00:14:48 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:48 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BZ.backup/ HTTP/1.1" 404 0
23-Mar-22 00:14:48 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:48 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BZ.bac/ HTTP/1.1" 429 0
23-Mar-22 00:14:48 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:48 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BZ_old/ HTTP/1.1" 404 0
23-Mar-22 00:14:48 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:48 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BZ_bak/ HTTP/1.1" 404 0
23-Mar-22 00:14:48 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:49 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BZ1/ HTTP/1.1" 404 0
23-Mar-22 00:14:49 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:49 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BZ2/ HTTP/1.1" 404 0
23-Mar-22 00:14:49 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:49 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CA~/ HTTP/1.1" 429 0
23-Mar-22 00:14:49 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:49 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /BZ_backup/ HTTP/1.1" 404 0
23-Mar-22 00:14:49 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:49 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CA.zip HTTP/1.1" 429 0
23-Mar-22 00:14:49 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:49 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CA.rar HTTP/1.1" 429 0
23-Mar-22 00:14:49 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:49 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CA.tar HTTP/1.1" 404 0
23-Mar-22 00:14:49 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:49 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CA.old/ HTTP/1.1" 404 0
23-Mar-22 00:14:49 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:49 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CA.bak/ HTTP/1.1" 404 0
23-Mar-22 00:14:49 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:49 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CA.bac/ HTTP/1.1" 429 0
23-Mar-22 00:14:49 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:49 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CA.backup/ HTTP/1.1" 404 0
